DATE,DATETIME,TIME,HOUR,CELLNAME,VALUE
10/12/2017,12/10/2017 06:00:00,06:00:00,6,Cell_001801,158.9307
10/12/2017,12/10/2017 08:00:00,08:00:00,8,Cell_001801,183.02932
10/12/2017,12/10/2017 11:00:00,11:00:00,11,Cell_001801,194.72153
10/12/2017,12/10/2017 14:00:00,14:00:00,14,Cell_001801,256.82173
10/12/2017,12/10/2017 17:00:00,17:00:00,17,Cell_001801,647.72927
10/12/2017,12/10/2017 05:00:00,05:00:00,5,Cell_001801,2.14402
10/12/2017,12/10/2017 20:00:00,20:00:00,20,Cell_001801,1063.35672
10/12/2017,12/10/2017 16:00:00,16:00:00,16,Cell_001801,358.51508
10/12/2017,12/10/2017 18:00:00,18:00:00,18,Cell_001801,417.25837
10/12/2017,12/10/2017 19:00:00,19:00:00,19,Cell_001801,699.29907
11/12/2017,12/11/2017 01:00:00,01:00:00,1,Cell_001801,18.6687
11/12/2017,12/11/2017 06:00:00,06:00:00,6,Cell_001801,97.47112
11/12/2017,12/11/2017 16:00:00,16:00:00,16,Cell_001801,45.95503
11/12/2017,12/11/2017 18:00:00,18:00:00,18,Cell_001801,114.83021
11/12/2017,12/11/2017 21:00:00,21:00:00,21,Cell_001801,556.39226
11/12/2017,12/11/2017 19:00:00,19:00:00,19,Cell_001801,552.8462
11/12/2017,12/11/2017 14:00:00,14:00:00,14,Cell_001801,134.40794
11/12/2017,12/11/2017 23:00:00,23:00:00,23,Cell_001801,149.87267
11/12/2017,12/11/2017 10:00:00,10:00:00,10,Cell_001801,96.31967
11/12/2017,12/11/2017 22:00:00,22:00:00,22,Cell_001801,652.12197
11/12/2017,12/11/2017 09:00:00,09:00:00,9,Cell_001801,219.2219
11/12/2017,12/11/2017 02:00:00,02:00:00,2,Cell_001801,7.832
11/12/2017,12/11/2017 12:00:00,12:00:00,12,Cell_001801,139.21285
11/12/2017,12/11/2017 03:00:00,03:00:00,3,Cell_001801,4.9886
11/12/2017,12/11/2017 11:00:00,11:00:00,11,Cell_001801,199.06972
11/12/2017,12/11/2017 20:00:00,20:00:00,20,Cell_001801,629.19765
11/12/2017,12/11/2017 05:00:00,05:00:00,5,Cell_001801,42.46111
11/12/2017,12/11/2017 15:00:00,15:00:00,15,Cell_001801,47.82326
11/12/2017,12/11/2017 07:00:00,07:00:00,7,Cell_001801,93.00732
11/12/2017,12/11/2017 08:00:00,08:00:00,8,Cell_001801,151.21633
11/12/2017,12/11/2017 17:00:00,17:00:00,17,Cell_001801,123.51553
11/12/2017,12/11/2017 13:00:00,13:00:00,13,Cell_001801,361.39643
11/12/2017,12/11/2017 04:00:00,04:00:00,4,Cell_001801,1.81336
11/12/2017,12/11/2017 00:00:00,00:00:00,0,Cell_001801,16.75806
12/12/2017,12/12/2017 08:00:00,08:00:00,8,Cell_001801,28.63259
12/12/2017,12/12/2017 05:00:00,05:00:00,5,Cell_001801,37.84901
12/12/2017,12/12/2017 01:00:00,01:00:00,1,Cell_001801,7.33964
12/12/2017,12/12/2017 20:00:00,20:00:00,20,Cell_001801,818.33467
12/12/2017,12/12/2017 11:00:00,11:00:00,11,Cell_001801,145.91259
12/12/2017,12/12/2017 09:00:00,09:00:00,9,Cell_001801,10.14751
12/12/2017,12/12/2017 03:00:00,03:00:00,3,Cell_001801,10.36543
12/12/2017,12/12/2017 06:00:00,06:00:00,6,Cell_001801,77.82901
12/12/2017,12/12/2017 07:00:00,07:00:00,7,Cell_001801,12.66442
12/12/2017,12/12/2017 16:00:00,16:00:00,16,Cell_001801,19.05389
12/12/2017,12/12/2017 15:00:00,15:00:00,15,Cell_001801,26.17353
12/12/2017,12/12/2017 23:00:00,23:00:00,23,Cell_001801,570.19971
12/12/2017,12/12/2017 04:00:00,04:00:00,4,Cell_001801,0.1394
12/12/2017,12/12/2017 02:00:00,02:00:00,2,Cell_001801,21.56779
12/12/2017,12/12/2017 17:00:00,17:00:00,17,Cell_001801,719.02225
12/12/2017,12/12/2017 22:00:00,22:00:00,22,Cell_001801,477.07509
12/12/2017,12/12/2017 14:00:00,14:00:00,14,Cell_001801,78.83441
12/12/2017,12/12/2017 13:00:00,13:00:00,13,Cell_001801,32.98294
12/12/2017,12/12/2017 00:00:00,00:00:00,0,Cell_001801,53.05498
12/12/2017,12/12/2017 18:00:00,18:00:00,18,Cell_001801,176.69851
12/12/2017,12/12/2017 10:00:00,10:00:00,10,Cell_001801,2.2849
12/12/2017,12/12/2017 21:00:00,21:00:00,21,Cell_001801,377.34663
12/12/2017,12/12/2017 12:00:00,12:00:00,12,Cell_001801,146.52654
12/12/2017,12/12/2017 19:00:00,19:00:00,19,Cell_001801,831.2594
13/12/2017,12/13/2017 07:00:00,07:00:00,7,Cell_001801,102.45436
13/12/2017,12/13/2017 18:00:00,18:00:00,18,Cell_001801,211.24631
13/12/2017,12/13/2017 15:00:00,15:00:00,15,Cell_001801,235.9294
13/12/2017,12/13/2017 06:00:00,06:00:00,6,Cell_001801,116.03327
13/12/2017,12/13/2017 00:00:00,00:00:00,0,Cell_001801,95.85615
13/12/2017,12/13/2017 17:00:00,17:00:00,17,Cell_001801,631.42347
13/12/2017,12/13/2017 14:00:00,14:00:00,14,Cell_001801,75.16104
13/12/2017,12/13/2017 08:00:00,08:00:00,8,Cell_001801,178.98126
13/12/2017,12/13/2017 04:00:00,04:00:00,4,Cell_001801,0.77754
13/12/2017,12/13/2017 21:00:00,21:00:00,21,Cell_001801,342.26807
13/12/2017,12/13/2017 05:00:00,05:00:00,5,Cell_001801,48.31538
13/12/2017,12/13/2017 01:00:00,01:00:00,1,Cell_001801,0.53908
13/12/2017,12/13/2017 10:00:00,10:00:00,10,Cell_001801,33.93488
13/12/2017,12/13/2017 02:00:00,02:00:00,2,Cell_001801,0.63731
13/12/2017,12/13/2017 09:00:00,09:00:00,9,Cell_001801,28.89924
13/12/2017,12/13/2017 03:00:00,03:00:00,3,Cell_001801,21.33841
13/12/2017,12/13/2017 23:00:00,23:00:00,23,Cell_001801,88.62504
13/12/2017,12/13/2017 13:00:00,13:00:00,13,Cell_001801,150.85057
13/12/2017,12/13/2017 19:00:00,19:00:00,19,Cell_001801,173.37082
13/12/2017,12/13/2017 22:00:00,22:00:00,22,Cell_001801,235.76563
13/12/2017,12/13/2017 11:00:00,11:00:00,11,Cell_001801,12.83496
13/12/2017,12/13/2017 12:00:00,12:00:00,12,Cell_001801,315.24298
13/12/2017,12/13/2017 16:00:00,16:00:00,16,Cell_001801,204.12766
13/12/2017,12/13/2017 20:00:00,20:00:00,20,Cell_001801,293.54645
14/12/2017,12/14/2017 00:00:00,00:00:00,0,Cell_001801,0.58329
14/12/2017,12/14/2017 07:00:00,07:00:00,7,Cell_001801,104.18296
14/12/2017,12/14/2017 13:00:00,13:00:00,13,Cell_001801,214.42198
14/12/2017,12/14/2017 05:00:00,05:00:00,5,Cell_001801,49.10883
14/12/2017,12/14/2017 17:00:00,17:00:00,17,Cell_001801,131.03026
14/12/2017,12/14/2017 11:00:00,11:00:00,11,Cell_001801,633.21794
14/12/2017,12/14/2017 09:00:00,09:00:00,9,Cell_001801,16.77673
14/12/2017,12/14/2017 19:00:00,19:00:00,19,Cell_001801,656.11479
14/12/2017,12/14/2017 14:00:00,14:00:00,14,Cell_001801,236.45251
14/12/2017,12/14/2017 20:00:00,20:00:00,20,Cell_001801,897.9321
14/12/2017,12/14/2017 23:00:00,23:00:00,23,Cell_001801,392.58601
14/12/2017,12/14/2017 06:00:00,06:00:00,6,Cell_001801,88.55631
14/12/2017,12/14/2017 02:00:00,02:00:00,2,Cell_001801,2.67084
14/12/2017,12/14/2017 22:00:00,22:00:00,22,Cell_001801,441.62828
14/12/2017,12/14/2017 03:00:00,03:00:00,3,Cell_001801,1.18363
14/12/2017,12/14/2017 08:00:00,08:00:00,8,Cell_001801,14.82753
14/12/2017,12/14/2017 15:00:00,15:00:00,15,Cell_001801,76.12563
14/12/2017,12/14/2017 12:00:00,12:00:00,12,Cell_001801,317.48052
14/12/2017,12/14/2017 16:00:00,16:00:00,16,Cell_001801,21.40139
14/12/2017,12/14/2017 10:00:00,10:00:00,10,Cell_001801,244.24981
14/12/2017,12/14/2017 21:00:00,21:00:00,21,Cell_001801,394.33769
14/12/2017,12/14/2017 18:00:00,18:00:00,18,Cell_001801,245.41384
14/12/2017,12/14/2017 04:00:00,04:00:00,4,Cell_001801,17.6912
14/12/2017,12/14/2017 01:00:00,01:00:00,1,Cell_001801,0.26663
15/12/2017,12/15/2017 06:00:00,06:00:00,6,Cell_001801,40.0877
15/12/2017,12/15/2017 17:00:00,17:00:00,17,Cell_001801,333.11476
15/12/2017,12/15/2017 20:00:00,20:00:00,20,Cell_001801,891.35376
15/12/2017,12/15/2017 09:00:00,09:00:00,9,Cell_001801,223.69378
15/12/2017,12/15/2017 00:00:00,00:00:00,0,Cell_001801,93.13582
15/12/2017,12/15/2017 08:00:00,08:00:00,8,Cell_001801,24.75337
15/12/2017,12/15/2017 13:00:00,13:00:00,13,Cell_001801,20.13831
15/12/2017,12/15/2017 23:00:00,23:00:00,23,Cell_001801,94.23964
15/12/2017,12/15/2017 07:00:00,07:00:00,7,Cell_001801,120.54076
15/12/2017,12/15/2017 12:00:00,12:00:00,12,Cell_001801,23.06934
15/12/2017,12/15/2017 02:00:00,02:00:00,2,Cell_001801,0.53786
15/12/2017,12/15/2017 11:00:00,11:00:00,11,Cell_001801,28.33234
15/12/2017,12/15/2017 04:00:00,04:00:00,4,Cell_001801,2.42694
15/12/2017,12/15/2017 14:00:00,14:00:00,14,Cell_001801,47.70849
15/12/2017,12/15/2017 03:00:00,03:00:00,3,Cell_001801,0.9966
15/12/2017,12/15/2017 18:00:00,18:00:00,18,Cell_001801,195.21564
15/12/2017,12/15/2017 19:00:00,19:00:00,19,Cell_001801,1046.39574
15/12/2017,12/15/2017 15:00:00,15:00:00,15,Cell_001801,96.49013
15/12/2017,12/15/2017 01:00:00,01:00:00,1,Cell_001801,2.10024
15/12/2017,12/15/2017 05:00:00,05:00:00,5,Cell_001801,42.07759
15/12/2017,12/15/2017 10:00:00,10:00:00,10,Cell_001801,183.57857
15/12/2017,12/15/2017 21:00:00,21:00:00,21,Cell_001801,999.22335
15/12/2017,12/15/2017 16:00:00,16:00:00,16,Cell_001801,421.19605
15/12/2017,12/15/2017 22:00:00,22:00:00,22,Cell_001801,499.59462
16/12/2017,12/16/2017 09:00:00,09:00:00,9,Cell_001801,64.99816
16/12/2017,12/16/2017 16:00:00,16:00:00,16,Cell_001801,131.29831
16/12/2017,12/16/2017 10:00:00,10:00:00,10,Cell_001801,858.13651
16/12/2017,12/16/2017 01:00:00,01:00:00,1,Cell_001801,4.74606
16/12/2017,12/16/2017 07:00:00,07:00:00,7,Cell_001801,33.77854
16/12/2017,12/16/2017 03:00:00,03:00:00,3,Cell_001801,0.83766
16/12/2017,12/16/2017 00:00:00,00:00:00,0,Cell_001801,1.04577
16/12/2017,12/16/2017 23:00:00,23:00:00,23,Cell_001801,507.61985
16/12/2017,12/16/2017 22:00:00,22:00:00,22,Cell_001801,694.53508
16/12/2017,12/16/2017 21:00:00,21:00:00,21,Cell_001801,630.83634
16/12/2017,12/16/2017 19:00:00,19:00:00,19,Cell_001801,586.9533
16/12/2017,12/16/2017 04:00:00,04:00:00,4,Cell_001801,18.6572
16/12/2017,12/16/2017 08:00:00,08:00:00,8,Cell_001801,77.58309
16/12/2017,12/16/2017 17:00:00,17:00:00,17,Cell_001801,477.86425
16/12/2017,12/16/2017 05:00:00,05:00:00,5,Cell_001801,71.85603
16/12/2017,12/16/2017 13:00:00,13:00:00,13,Cell_001801,190.74058
16/12/2017,12/16/2017 18:00:00,18:00:00,18,Cell_001801,329.8915
16/12/2017,12/16/2017 06:00:00,06:00:00,6,Cell_001801,81.85552
16/12/2017,12/16/2017 02:00:00,02:00:00,2,Cell_001801,2.10082
16/12/2017,12/16/2017 12:00:00,12:00:00,12,Cell_001801,188.96151
16/12/2017,12/16/2017 11:00:00,11:00:00,11,Cell_001801,197.59325
16/12/2017,12/16/2017 20:00:00,20:00:00,20,Cell_001801,546.19891
16/12/2017,12/16/2017 14:00:00,14:00:00,14,Cell_001801,154.77112
16/12/2017,12/16/2017 15:00:00,15:00:00,15,Cell_001801,282.10126
17/12/2017,12/17/2017 09:00:00,09:00:00,9,Cell_001801,225.13542
17/12/2017,12/17/2017 17:00:00,17:00:00,17,Cell_001801,199.4211
17/12/2017,12/17/2017 11:00:00,11:00:00,11,Cell_001801,1023.82295
17/12/2017,12/17/2017 06:00:00,06:00:00,6,Cell_001801,73.58354
17/12/2017,12/17/2017 16:00:00,16:00:00,16,Cell_001801,941.15301
17/12/2017,12/17/2017 23:00:00,23:00:00,23,Cell_001801,822.41555
17/12/2017,12/17/2017 18:00:00,18:00:00,18,Cell_001801,1222.27518
17/12/2017,12/17/2017 22:00:00,22:00:00,22,Cell_001801,1153.64626
17/12/2017,12/17/2017 00:00:00,00:00:00,0,Cell_001801,665.09305
17/12/2017,12/17/2017 02:00:00,02:00:00,2,Cell_001801,97.136
17/12/2017,12/17/2017 15:00:00,15:00:00,15,Cell_001801,659.94505
17/12/2017,12/17/2017 03:00:00,03:00:00,3,Cell_001801,277.74977
17/12/2017,12/17/2017 05:00:00,05:00:00,5,Cell_001801,15.88027
17/12/2017,12/17/2017 12:00:00,12:00:00,12,Cell_001801,417.39347
17/12/2017,12/17/2017 07:00:00,07:00:00,7,Cell_001801,99.75861
17/12/2017,12/17/2017 20:00:00,20:00:00,20,Cell_001801,1175.40815
17/12/2017,12/17/2017 08:00:00,08:00:00,8,Cell_001801,152.82037
17/12/2017,12/17/2017 14:00:00,14:00:00,14,Cell_001801,428.33502
17/12/2017,12/17/2017 10:00:00,10:00:00,10,Cell_001801,610.41634
17/12/2017,12/17/2017 19:00:00,19:00:00,19,Cell_001801,1252.00025
17/12/2017,12/17/2017 13:00:00,13:00:00,13,Cell_001801,448.13215
17/12/2017,12/17/2017 04:00:00,04:00:00,4,Cell_001801,466.88454
17/12/2017,12/17/2017 01:00:00,01:00:00,1,Cell_001801,290.41178
17/12/2017,12/17/2017 21:00:00,21:00:00,21,Cell_001801,734.97262
18/12/2017,12/18/2017 03:00:00,03:00:00,3,Cell_001801,3.9234
18/12/2017,12/18/2017 12:00:00,12:00:00,12,Cell_001801,87.97677
18/12/2017,12/18/2017 09:00:00,09:00:00,9,Cell_001801,136.63869
18/12/2017,12/18/2017 21:00:00,21:00:00,21,Cell_001801,1031.96514
18/12/2017,12/18/2017 00:00:00,00:00:00,0,Cell_001801,107.05142
18/12/2017,12/18/2017 13:00:00,13:00:00,13,Cell_001801,256.86425
18/12/2017,12/18/2017 19:00:00,19:00:00,19,Cell_001801,757.32363
18/12/2017,12/18/2017 08:00:00,08:00:00,8,Cell_001801,661.22154
18/12/2017,12/18/2017 01:00:00,01:00:00,1,Cell_001801,142.74824
18/12/2017,12/18/2017 20:00:00,20:00:00,20,Cell_001801,1429.1089
18/12/2017,12/18/2017 07:00:00,07:00:00,7,Cell_001801,10.8485
18/12/2017,12/18/2017 15:00:00,15:00:00,15,Cell_001801,73.12263
18/12/2017,12/18/2017 22:00:00,22:00:00,22,Cell_001801,1091.61193
18/12/2017,12/18/2017 04:00:00,04:00:00,4,Cell_001801,25.16612
18/12/2017,12/18/2017 18:00:00,18:00:00,18,Cell_001801,288.58202
18/12/2017,12/18/2017 16:00:00,16:00:00,16,Cell_001801,185.1556
18/12/2017,12/18/2017 06:00:00,06:00:00,6,Cell_001801,51.26923
18/12/2017,12/18/2017 17:00:00,17:00:00,17,Cell_001801,95.28348
18/12/2017,12/18/2017 11:00:00,11:00:00,11,Cell_001801,112.51146
18/12/2017,12/18/2017 05:00:00,05:00:00,5,Cell_001801,48.71731
18/12/2017,12/18/2017 10:00:00,10:00:00,10,Cell_001801,159.07758
18/12/2017,12/18/2017 23:00:00,23:00:00,23,Cell_001801,479.34909
18/12/2017,12/18/2017 14:00:00,14:00:00,14,Cell_001801,152.50426
18/12/2017,12/18/2017 02:00:00,02:00:00,2,Cell_001801,114.41154
19/12/2017,12/19/2017 12:00:00,12:00:00,12,Cell_001801,58.47017
19/12/2017,12/19/2017 00:00:00,00:00:00,0,Cell_001801,164.55784
19/12/2017,12/19/2017 01:00:00,01:00:00,1,Cell_001801,21.11487
19/12/2017,12/19/2017 10:00:00,10:00:00,10,Cell_001801,283.97158
19/12/2017,12/19/2017 08:00:00,08:00:00,8,Cell_001801,121.05656
19/12/2017,12/19/2017 06:00:00,06:00:00,6,Cell_001801,87.16154
19/12/2017,12/19/2017 02:00:00,02:00:00,2,Cell_001801,39.56346
19/12/2017,12/19/2017 14:00:00,14:00:00,14,Cell_001801,464.38152
19/12/2017,12/19/2017 03:00:00,03:00:00,3,Cell_001801,329.08063
19/12/2017,12/19/2017 23:00:00,23:00:00,23,Cell_001801,81.84446
19/12/2017,12/19/2017 21:00:00,21:00:00,21,Cell_001801,838.76637
19/12/2017,12/19/2017 11:00:00,11:00:00,11,Cell_001801,476.36814
19/12/2017,12/19/2017 05:00:00,05:00:00,5,Cell_001801,125.70136
19/12/2017,12/19/2017 20:00:00,20:00:00,20,Cell_001801,1046.40628
19/12/2017,12/19/2017 18:00:00,18:00:00,18,Cell_001801,538.32584
19/12/2017,12/19/2017 15:00:00,15:00:00,15,Cell_001801,156.91134
19/12/2017,12/19/2017 07:00:00,07:00:00,7,Cell_001801,66.99035
19/12/2017,12/19/2017 13:00:00,13:00:00,13,Cell_001801,403.36145
19/12/2017,12/19/2017 19:00:00,19:00:00,19,Cell_001801,437.76461
19/12/2017,12/19/2017 09:00:00,09:00:00,9,Cell_001801,41.43353
19/12/2017,12/19/2017 17:00:00,17:00:00,17,Cell_001801,144.13343
19/12/2017,12/19/2017 04:00:00,04:00:00,4,Cell_001801,22.97615
19/12/2017,12/19/2017 16:00:00,16:00:00,16,Cell_001801,89.38295
19/12/2017,12/19/2017 22:00:00,22:00:00,22,Cell_001801,680.05137
20/12/2017,12/20/2017 15:00:00,15:00:00,15,Cell_001801,51.83173
20/12/2017,12/20/2017 09:00:00,09:00:00,9,Cell_001801,20.69977
20/12/2017,12/20/2017 16:00:00,16:00:00,16,Cell_001801,83.72253
20/12/2017,12/20/2017 10:00:00,10:00:00,10,Cell_001801,76.57937
20/12/2017,12/20/2017 23:00:00,23:00:00,23,Cell_001801,218.50708
20/12/2017,12/20/2017 05:00:00,05:00:00,5,Cell_001801,63.46183
20/12/2017,12/20/2017 06:00:00,06:00:00,6,Cell_001801,42.50883
20/12/2017,12/20/2017 12:00:00,12:00:00,12,Cell_001801,39.7193
20/12/2017,12/20/2017 11:00:00,11:00:00,11,Cell_001801,149.47828
20/12/2017,12/20/2017 13:00:00,13:00:00,13,Cell_001801,235.08347
20/12/2017,12/20/2017 02:00:00,02:00:00,2,Cell_001801,0.95349
20/12/2017,12/20/2017 03:00:00,03:00:00,3,Cell_001801,25.01329
20/12/2017,12/20/2017 00:00:00,00:00:00,0,Cell_001801,1.1123
20/12/2017,12/20/2017 08:00:00,08:00:00,8,Cell_001801,61.67232
20/12/2017,12/20/2017 14:00:00,14:00:00,14,Cell_001801,90.86276
20/12/2017,12/20/2017 22:00:00,22:00:00,22,Cell_001801,840.56588
20/12/2017,12/20/2017 07:00:00,07:00:00,7,Cell_001801,82.39434
20/12/2017,12/20/2017 19:00:00,19:00:00,19,Cell_001801,708.84102
20/12/2017,12/20/2017 04:00:00,04:00:00,4,Cell_001801,3.85509
20/12/2017,12/20/2017 17:00:00,17:00:00,17,Cell_001801,269.77804
20/12/2017,12/20/2017 21:00:00,21:00:00,21,Cell_001801,816.15844
20/12/2017,12/20/2017 20:00:00,20:00:00,20,Cell_001801,1554.53724
20/12/2017,12/20/2017 01:00:00,01:00:00,1,Cell_001801,1.13737
20/12/2017,12/20/2017 18:00:00,18:00:00,18,Cell_001801,140.05089
21/12/2017,12/21/2017 03:00:00,03:00:00,3,Cell_001801,11.93859
21/12/2017,12/21/2017 08:00:00,08:00:00,8,Cell_001801,44.94484
21/12/2017,12/21/2017 00:00:00,00:00:00,0,Cell_001801,21.52041
21/12/2017,12/21/2017 21:00:00,21:00:00,21,Cell_001801,289.86452
21/12/2017,12/21/2017 19:00:00,19:00:00,19,Cell_001801,180.2733
21/12/2017,12/21/2017 11:00:00,11:00:00,11,Cell_001801,228.98858
21/12/2017,12/21/2017 22:00:00,22:00:00,22,Cell_001801,361.76286
21/12/2017,12/21/2017 15:00:00,15:00:00,15,Cell_001801,237.05139
21/12/2017,12/21/2017 10:00:00,10:00:00,10,Cell_001801,82.42603
21/12/2017,12/21/2017 09:00:00,09:00:00,9,Cell_001801,68.40512
21/12/2017,12/21/2017 16:00:00,16:00:00,16,Cell_001801,429.39274
21/12/2017,12/21/2017 14:00:00,14:00:00,14,Cell_001801,150.62401
21/12/2017,12/21/2017 12:00:00,12:00:00,12,Cell_001801,973.46058
21/12/2017,12/21/2017 05:00:00,05:00:00,5,Cell_001801,157.01411
21/12/2017,12/21/2017 02:00:00,02:00:00,2,Cell_001801,20.22955
21/12/2017,12/21/2017 04:00:00,04:00:00,4,Cell_001801,67.54771
21/12/2017,12/21/2017 13:00:00,13:00:00,13,Cell_001801,294.31593
21/12/2017,12/21/2017 01:00:00,01:00:00,1,Cell_001801,17.70332
21/12/2017,12/21/2017 17:00:00,17:00:00,17,Cell_001801,167.2813
21/12/2017,12/21/2017 23:00:00,23:00:00,23,Cell_001801,369.99375
21/12/2017,12/21/2017 07:00:00,07:00:00,7,Cell_001801,14.31626
21/12/2017,12/21/2017 20:00:00,20:00:00,20,Cell_001801,722.34438
21/12/2017,12/21/2017 06:00:00,06:00:00,6,Cell_001801,46.8009
21/12/2017,12/21/2017 18:00:00,18:00:00,18,Cell_001801,353.63467
22/12/2017,12/22/2017 11:00:00,11:00:00,11,Cell_001801,407.56658
22/12/2017,12/22/2017 16:00:00,16:00:00,16,Cell_001801,196.21944
22/12/2017,12/22/2017 05:00:00,05:00:00,5,Cell_001801,98.13739
22/12/2017,12/22/2017 04:00:00,04:00:00,4,Cell_001801,2.63832
22/12/2017,12/22/2017 15:00:00,15:00:00,15,Cell_001801,406.39442
22/12/2017,12/22/2017 17:00:00,17:00:00,17,Cell_001801,258.83308
22/12/2017,12/22/2017 18:00:00,18:00:00,18,Cell_001801,534.76923
22/12/2017,12/22/2017 23:00:00,23:00:00,23,Cell_001801,258.80406
22/12/2017,12/22/2017 12:00:00,12:00:00,12,Cell_001801,1102.61973
22/12/2017,12/22/2017 14:00:00,14:00:00,14,Cell_001801,479.49338
22/12/2017,12/22/2017 00:00:00,00:00:00,0,Cell_001801,25.93227
22/12/2017,12/22/2017 06:00:00,06:00:00,6,Cell_001801,59.73831
22/12/2017,12/22/2017 21:00:00,21:00:00,21,Cell_001801,812.96672
22/12/2017,12/22/2017 13:00:00,13:00:00,13,Cell_001801,997.33481
22/12/2017,12/22/2017 20:00:00,20:00:00,20,Cell_001801,1668.07061
22/12/2017,12/22/2017 22:00:00,22:00:00,22,Cell_001801,422.63077
22/12/2017,12/22/2017 19:00:00,19:00:00,19,Cell_001801,641.99618
22/12/2017,12/22/2017 07:00:00,07:00:00,7,Cell_001801,165.52993
22/12/2017,12/22/2017 10:00:00,10:00:00,10,Cell_001801,119.62835
22/12/2017,12/22/2017 03:00:00,03:00:00,3,Cell_001801,11.61159
22/12/2017,12/22/2017 01:00:00,01:00:00,1,Cell_001801,9.66841
22/12/2017,12/22/2017 02:00:00,02:00:00,2,Cell_001801,12.48985
22/12/2017,12/22/2017 09:00:00,09:00:00,9,Cell_001801,327.10593
22/12/2017,12/22/2017 08:00:00,08:00:00,8,Cell_001801,628.47582
23/12/2017,12/23/2017 01:00:00,01:00:00,1,Cell_001801,8.57071
23/12/2017,12/23/2017 14:00:00,14:00:00,14,Cell_001801,244.78991
23/12/2017,12/23/2017 08:00:00,08:00:00,8,Cell_001801,101.95072
23/12/2017,12/23/2017 23:00:00,23:00:00,23,Cell_001801,737.69271
23/12/2017,12/23/2017 22:00:00,22:00:00,22,Cell_001801,1224.54308
23/12/2017,12/23/2017 21:00:00,21:00:00,21,Cell_001801,1110.69492
23/12/2017,12/23/2017 10:00:00,10:00:00,10,Cell_001801,258.47989
23/12/2017,12/23/2017 20:00:00,20:00:00,20,Cell_001801,952.7129
23/12/2017,12/23/2017 11:00:00,11:00:00,11,Cell_001801,511.20496
23/12/2017,12/23/2017 03:00:00,03:00:00,3,Cell_001801,6.21035
23/12/2017,12/23/2017 18:00:00,18:00:00,18,Cell_001801,263.59843
23/12/2017,12/23/2017 13:00:00,13:00:00,13,Cell_001801,177.69639
23/12/2017,12/23/2017 17:00:00,17:00:00,17,Cell_001801,160.02322
23/12/2017,12/23/2017 19:00:00,19:00:00,19,Cell_001801,1030.82236
23/12/2017,12/23/2017 00:00:00,00:00:00,0,Cell_001801,37.07903
23/12/2017,12/23/2017 04:00:00,04:00:00,4,Cell_001801,49.82811
23/12/2017,12/23/2017 09:00:00,09:00:00,9,Cell_001801,57.58971
23/12/2017,12/23/2017 15:00:00,15:00:00,15,Cell_001801,336.68948
23/12/2017,12/23/2017 07:00:00,07:00:00,7,Cell_001801,65.09294
23/12/2017,12/23/2017 12:00:00,12:00:00,12,Cell_001801,342.46848
23/12/2017,12/23/2017 05:00:00,05:00:00,5,Cell_001801,83.20695
23/12/2017,12/23/2017 02:00:00,02:00:00,2,Cell_001801,5.51995
23/12/2017,12/23/2017 06:00:00,06:00:00,6,Cell_001801,102.46935
23/12/2017,12/23/2017 16:00:00,16:00:00,16,Cell_001801,392.30358
24/12/2017,12/24/2017 08:00:00,08:00:00,8,Cell_001801,435.80701
24/12/2017,12/24/2017 21:00:00,21:00:00,21,Cell_001801,531.84145
24/12/2017,12/24/2017 22:00:00,22:00:00,22,Cell_001801,639.56132
24/12/2017,12/24/2017 11:00:00,11:00:00,11,Cell_001801,647.89916
24/12/2017,12/24/2017 05:00:00,05:00:00,5,Cell_001801,54.39627
24/12/2017,12/24/2017 10:00:00,10:00:00,10,Cell_001801,1550.9395
24/12/2017,12/24/2017 23:00:00,23:00:00,23,Cell_001801,437.62443
24/12/2017,12/24/2017 03:00:00,03:00:00,3,Cell_001801,60.99715
24/12/2017,12/24/2017 20:00:00,20:00:00,20,Cell_001801,309.77809
24/12/2017,12/24/2017 02:00:00,02:00:00,2,Cell_001801,67.24344
24/12/2017,12/24/2017 12:00:00,12:00:00,12,Cell_001801,598.21151
24/12/2017,12/24/2017 01:00:00,01:00:00,1,Cell_001801,93.56602
24/12/2017,12/24/2017 04:00:00,04:00:00,4,Cell_001801,7.22421
24/12/2017,12/24/2017 00:00:00,00:00:00,0,Cell_001801,134.23825
24/12/2017,12/24/2017 13:00:00,13:00:00,13,Cell_001801,706.06486
24/12/2017,12/24/2017 18:00:00,18:00:00,18,Cell_001801,510.30105
24/12/2017,12/24/2017 19:00:00,19:00:00,19,Cell_001801,749.09352
24/12/2017,12/24/2017 09:00:00,09:00:00,9,Cell_001801,477.63666
24/12/2017,12/24/2017 14:00:00,14:00:00,14,Cell_001801,474.34119
24/12/2017,12/24/2017 15:00:00,15:00:00,15,Cell_001801,124.63109
24/12/2017,12/24/2017 06:00:00,06:00:00,6,Cell_001801,212.58457
24/12/2017,12/24/2017 07:00:00,07:00:00,7,Cell_001801,686.91859
24/12/2017,12/24/2017 17:00:00,17:00:00,17,Cell_001801,105.40098
24/12/2017,12/24/2017 16:00:00,16:00:00,16,Cell_001801,81.80421
25/12/2017,12/25/2017 21:00:00,21:00:00,21,Cell_001801,990.50948
25/12/2017,12/25/2017 20:00:00,20:00:00,20,Cell_001801,2344.1607
